id,name,now_cost,position,team,ict_index_rank,influence_rank,influence_rank_type,starts_per_90,expected_assists,ep_this,status,threat_rank,clean_sheets,transfers_out,threat,dreamteam_count,chance_of_playing_this_round,form,cost_change_start_fall,form_rank_type,direct_freekicks_order,form_rank,expected_goals_per_90,clean_sheets_per_90,points_per_game_rank,starts,own_goals,ict_index_rank_type,penalties_missed,now_cost_rank_type,value_form,expected_goal_involvements_per_90,now_cost_rank,goals_conceded_per_90,expected_assists_per_90,web_name,news_added,selected_rank,selected_by_percent,assists,expected_goals,expected_goals_conceded,bonus,cost_change_start,saves,chance_of_playing_next_round,event_points,minutes,yellow_cards,threat_rank_type,corners_and_indirect_freekicks_order,ep_next,in_dreamteam,selected_rank_type,expected_goal_involvements,penalties_saved,influence,points_per_game,saves_per_90,creativity,creativity_rank,red_cards,ict_index,transfers_in,expected_goals_conceded_per_90,value_season,creativity_rank_type,total_points,goals_scored,bps,goals_conceded,news,points_per_game_rank_type,penalties_order
200,David Datro Fofana,50,FWD,Burnley,260,313,36,1.03,0.30,0.0,a,139,1,81766,273.0,0,100.0,0.5,0,43,,324,0.47,0.1,113,10,0,38,0,48,0.1,0.5,212,1.85,0.03,D.D.Fofana,2024-03-16T18:30:08.798546Z,336,0.2,1,4.58,16.91,8,0,0,100.0,0,876,1,38,,0.5,False,50,4.88,0,212.0,3.3,0.0,111.7,290,0,59.2,100033,1.74,10.0,38,50,4,133,18,,21,
475,Sander Berge,46,MID,Burnley,124,122,49,1.02,1.66,2.5,a,209,2,26398,161.0,1,,3.0,4,46,,101,0.06,0.06,312,34,0,78,0,216,0.7,0.11,335,2.1,0.05,Berge,,431,0.1,2,2.04,66.96,3,-4,0,,2,3002,8,115,,2.0,False,132,3.70,0,533.6,2.0,0.0,446.3,81,1,114.3,16975,2.01,16.1,63,74,1,430,70,,130,
594,Zeki Amdouni,51,FWD,Burnley,129,204,22,1.24,1.22,1.0,a,63,5,129621,509.0,1,,1.5,4,29,,183,0.26,0.23,227,27,0,24,0,40,0.3,0.32,167,1.89,0.06,Amdouni,,335,0.2,1,5.55,35.70,11,-4,0,,2,1953,2,25,,2.0,False,49,6.77,0,372.8,2.5,0.0,246.5,173,0,112.4,130838,1.65,16.7,24,85,5,243,41,,39,
596,James Trafford,44,GKP,Burnley,184,25,10,1.0,0.04,-0.5,a,678,2,156569,0.0,1,,0.0,1,93,,583,0.0,0.07,221,28,0,10,0,26,0.0,0.0,571,2.21,0.0,Trafford,,204,0.9,0,0.00,49.37,5,-1,106,,0,2520,2,79,,-0.5,False,29,0.04,0,903.6,2.5,3.79,3.3,478,0,90.7,131387,1.76,15.9,15,70,0,533,62,,28,
600,Nathan Redmond,47,MID,Burnley,462,479,213,0.0,0.37,0.0,i,425,0,5271,18.0,0,0.0,0.0,3,295,,744,0.02,0.0,538,0,0,205,0,197,0.0,0.27,305,3.41,0.25,Redmond,2024-01-30T14:00:11.447368Z,640,0.0,0,0.03,3.92,0,-3,0,0.0,0,132,1,210,,0.0,False,239,0.40,0,23.8,0.9,0.0,52.5,371,0,9.4,1077,2.67,2.3,191,11,0,38,5,Leg injury - Expected back 01 Jul,250,
605,Luca Koleosho,48,MID,Burnley,314,408,174,1.2,1.07,-0.1,d,174,3,44057,213.0,0,25.0,0.0,2,312,,764,0.18,0.28,195,13,0,148,0,194,0.0,0.28,295,2.13,0.1,Koleosho,2023-12-06T07:30:10.569273Z,538,0.0,2,1.96,15.55,0,-2,0,25.0,0,972,0,102,,-0.1,False,183,3.03,0,86.8,2.7,0.0,147.9,247,0,44.5,43238,1.44,8.3,145,40,1,80,23,Knee injury - 25% chance of playing,85,
608,Jacob Bruun Larsen,48,MID,Burnley,120,228,94,1.17,1.44,3.5,a,78,3,14847,448.0,1,,4.0,2,35,1.0,67,0.34,0.22,207,16,0,77,0,184,0.8,0.44,283,1.68,0.1,Bruun Larsen,,439,0.1,0,4.65,24.35,7,-2,0,,1,1235,1,48,4.0,4.0,False,138,6.09,0,335.8,2.6,0.0,416.5,88,0,119.5,20236,1.77,17.1,68,82,6,237,23,,90,
622,Owen Dodgson,40,DEF,Burnley,631,625,228,0.0,0.00,0.0,u,574,0,3686,0.0,0,0.0,0.0,0,168,,450,0.0,0.0,640,0,0,229,0,200,0.0,0.0,739,0.0,0.0,Dodgson,2023-09-01T21:48:22.703139Z,611,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,219,,0.0,False,229,0.00,0,0.0,0.0,0.0,0.0,614,0,0.0,467,0.0,0.0,226,0,0,0,0,Season-long loan to Barnsley,226,
660,Wilson Odobert,50,MID,Burnley,116,235,97,1.07,3.32,1.5,a,79,2,26793,445.0,1,,2.0,0,72,,151,0.12,0.09,185,25,0,75,0,134,0.4,0.26,215,2.06,0.14,Odobert,,482,0.1,4,2.75,45.35,3,0,0,,2,2095,3,49,,2.0,False,160,6.07,0,331.0,2.8,0.0,435.4,86,0,121.1,29971,1.95,16.4,66,82,3,303,48,,81,
674,Hannes Delcroix,40,DEF,Burnley,407,385,148,0.77,0.12,-0.5,a,366,0,6018,42.0,0,100.0,0.0,0,158,,434,0.05,0.0,559,5,0,143,0,186,0.0,0.07,719,3.85,0.02,Delcroix,2024-01-22T01:00:10.959578Z,506,0.1,0,0.35,15.91,0,0,0,100.0,0,584,2,122,,-0.5,False,198,0.47,0,110.0,0.6,0.0,57.8,364,0,20.9,6835,2.45,1.8,127,7,0,88,25,,185,
675,Aaron Ramsey,50,MID,Burnley,449,445,192,0.86,0.48,0.0,i,349,0,10480,53.0,0,0.0,0.0,0,344,,810,0.06,0.0,433,5,0,199,0,127,0.0,0.14,206,2.93,0.08,A.Ramsey,2024-02-17T19:00:10.020307Z,583,0.0,0,0.35,11.33,0,0,0,0.0,0,522,1,180,,0.0,False,205,0.82,0,51.2,1.3,0.0,28.0,414,0,12.7,10903,1.95,3.6,203,18,0,62,17,Knee injury - Expected back 16 Nov,196,
694,Han-Noah Massengo,49,MID,Burnley,541,526,237,0.0,0.00,-0.5,a,828,0,748,0.0,0,100.0,0.0,1,327,,788,0.0,0.0,522,0,0,242,0,162,0.0,0.0,255,0.0,0.0,Massengo,2024-03-14T17:30:08.685204Z,723,0.0,0,0.00,0.72,0,-1,0,100.0,0,14,0,354,,-0.5,False,280,0.00,0,2.8,1.0,0.0,0.1,532,0,0.3,644,4.63,0.6,252,3,0,11,0,,241,
706,Mike Trésor,52,MID,Burnley,417,451,196,0.66,0.54,0.0,a,412,0,5946,24.0,0,,0.5,3,154,4.0,329,0.08,0.0,445,3,0,189,0,96,0.1,0.2,156,2.2,0.12,M.Trésor,,619,0.0,0,0.37,10.04,0,-3,0,,0,410,0,205,3.0,-0.3,False,226,0.91,0,44.4,1.2,0.0,110.5,292,0,18.0,6077,2.2,3.8,164,20,0,73,10,,202,
805,Lorenz Assignon,40,DEF,Burnley,269,280,106,1.09,1.55,-0.5,a,253,0,15531,119.0,1,100.0,0.0,0,182,,472,0.03,0.0,363,15,0,84,0,216,0.0,0.14,763,2.33,0.11,Assignon,2024-03-30T20:00:10.678807Z,321,0.2,2,0.42,33.62,3,0,0,100.0,0,1235,3,71,,3.5,False,133,1.97,0,270.2,1.7,0.0,176.0,224,1,56.6,39976,2.45,6.2,57,25,1,140,32,,125,
806,Maxime Esteve,40,DEF,Burnley,368,304,115,1.03,0.16,0.0,a,393,0,4336,29.0,0,100.0,0.5,0,83,,274,0.02,0.0,533,15,0,134,0,207,0.1,0.03,750,1.92,0.01,Estève,2024-05-05T22:00:09.191432Z,576,0.0,0,0.27,27.60,0,0,0,100.0,0,1310,6,139,,0.3,False,222,0.43,0,229.2,0.9,0.0,38.9,397,0,29.9,6952,1.9,3.8,144,15,0,157,28,,175,
126,Moisés Caicedo Corozo,45,MID,Chelsea,139,89,35,1.04,2.01,6.3,a,320,7,344551,68.0,0,100.0,6.3,5,12,,24,0.01,0.22,239,33,0,83,0,256,1.4,0.07,433,1.57,0.06,Caicedo,2023-12-24T21:00:09.270040Z,180,1.2,3,0.42,46.79,6,-5,0,100.0,10,2865,11,162,,3.5,False,53,2.43,0,613.6,2.4,0.0,403.2,94,0,108.2,142380,1.47,18.7,71,84,1,466,50,,98,
145,Robert Sánchez,45,GKP,Chelsea,311,164,19,1.0,0.00,0.0,d,708,3,1154676,0.0,1,25.0,0.0,0,96,,618,0.0,0.19,68,16,0,19,0,20,0.0,0.0,378,1.57,0.0,Sanchez,2024-03-28T16:30:08.418407Z,126,2.2,0,0.00,23.72,7,0,53,25.0,0,1433,2,85,,0.0,False,19,0.00,1,450.6,3.7,3.33,0.1,526,0,45.2,1005427,1.49,13.1,18,59,0,317,25,Lack of match fitness - 25% chance of playing,8,
185,Ethan Ampadu,40,DEF,Chelsea,605,599,212,0.0,0.00,0.0,u,547,0,960,0.0,0,0.0,0.0,0,148,,420,0.0,0.0,614,0,0,213,0,176,0.0,0.0,704,0.0,0.0,Ampadu,2023-07-20T08:39:43.633400Z,757,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,203,,0.0,False,263,0.00,0,0.0,0.0,0.0,0.0,587,0,0.0,0,0.0,0.0,210,0,0,0,0,Permanent transfer to Leeds Utd,210,
186,Andrey Nascimento dos Santos,42,MID,Chelsea,545,679,250,0.0,0.00,0.0,u,472,0,23926,3.0,0,0.0,0.0,3,169,,521,0.77,0.0,470,0,0,244,0,373,0.0,0.77,680,0.0,0.0,Andrey,2024-02-04T18:46:23.165485Z,458,0.1,0,0.06,0.02,0,-3,0,0.0,0,7,0,230,,0.0,False,147,0.06,0,0.0,1.0,0.0,0.5,509,0,0.2,15054,0.26,0.2,241,1,0,1,0,Season-long loan to Strasbourg,208,
187,Kepa Arrizabalaga,50,GKP,Chelsea,841,841,100,0.0,0.00,0.0,u,832,0,85358,0.0,0,0.0,0.0,0,99,,794,0.0,0.0,841,0,0,100,0,7,0.0,0.0,174,0.0,0.0,Arrizabalaga,2023-08-15T08:06:29.726491Z,356,0.2,0,0.00,0.00,0,0,0,0.0,0,0,0,93,,0.0,False,52,0.00,0,0.0,0.0,0.0,0.0,837,0,0.0,1775,0.0,0.0,97,0,0,0,0,One year loan deal to Real Madrid,100,
188,Pierre-Emerick Aubameyang,65,FWD,Chelsea,862,862,111,0.0,0.00,0.0,u,862,0,2045,0.0,0,0.0,0.0,0,110,,851,0.0,0.0,862,0,0,111,0,16,0.0,0.0,45,0.0,0.0,Aubameyang,2023-07-24T09:59:36.133419Z,660,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,111,,0.0,False,90,0.00,0,0.0,0.0,0.0,0.0,862,0,0.0,0,0.0,0.0,111,0,0,0,0,,111,
189,César Azpilicueta,45,DEF,Chelsea,729,725,274,0.0,0.00,0.0,u,696,0,101,0.0,0,0.0,0.0,0,246,,602,0.0,0.0,735,0,0,274,0,45,0.0,0.0,344,0.0,0.0,Azpilicueta,2023-07-06T16:30:03.010661Z,846,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,273,,0.0,False,275,0.00,0,0.0,0.0,0.0,0.0,718,0,0.0,0,0.0,0.0,274,0,0,0,0,Left the club as a free agent,273,
190,Abdul Rahman Baba,40,DEF,Chelsea,597,591,205,0.0,0.00,0.0,u,539,0,298,0.0,0,0.0,0.0,0,140,,411,0.0,0.0,606,0,0,206,0,167,0.0,0.0,694,0.0,0.0,Baba,2023-07-13T08:07:47.494096Z,822,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,196,,0.0,False,273,0.00,0,0.0,0.0,0.0,0.0,579,0,0.0,0,0.0,0.0,203,0,0,0,0,Permanent Transfer to PAOK,203,
191,Benoît Badiashile,44,DEF,Chelsea,298,227,85,1.01,0.92,0.7,a,352,3,29610,51.0,0,100.0,0.7,1,75,,252,0.02,0.2,332,15,1,102,0,109,0.2,0.08,565,2.09,0.06,B.Badiashile,2024-02-08T10:30:08.092371Z,303,0.3,1,0.27,25.42,4,-1,0,100.0,0,1337,3,115,,2.3,False,123,1.19,0,336.4,1.9,0.0,87.4,328,0,47.5,52665,1.71,8.0,108,35,0,267,31,,113,
192,Marcus Bettinelli,40,GKP,Chelsea,599,593,69,0.0,0.00,0.0,a,541,0,3846,0.0,0,100.0,0.0,0,60,,413,0.0,0.0,608,0,0,69,0,41,0.0,0.0,696,0.0,0.0,Bettinelli,2023-08-03T10:30:04.581002Z,578,0.0,0,0.00,0.00,0,0,0,100.0,0,0,1,39,,0.0,False,75,0.00,0,0.0,0.0,0.0,0.0,581,0,0.0,3522,0.0,-0.2,55,-1,0,-3,0,,69,
194,Trevoh Chalobah,43,DEF,Chelsea,357,292,109,0.95,0.16,1.7,a,373,3,37719,38.0,1,100.0,1.7,2,42,,165,0.02,0.28,152,10,0,129,0,130,0.4,0.04,626,1.33,0.02,Chalobah,2024-03-28T16:30:08.433546Z,135,2.0,0,0.20,15.26,4,-2,0,100.0,2,949,1,128,,4.5,False,56,0.36,0,250.8,3.0,0.0,45.4,385,0,33.4,239596,1.45,9.1,137,39,1,221,14,,35,
195,Ben Chilwell,54,DEF,Chelsea,296,374,144,1.08,1.62,0.0,a,233,1,3258004,139.0,0,100.0,0.0,1,272,4.0,828,0.13,0.12,357,9,0,100,0,12,0.0,0.32,111,1.68,0.19,Chilwell,2024-04-24T07:00:09.458662Z,78,4.7,2,1.11,12.50,2,-1,0,100.0,0,752,5,62,1.0,0.0,False,28,2.73,0,128.4,1.8,0.0,212.8,189,0,48.0,2212668,1.5,4.4,42,24,0,123,14,,121,
196,Carney Chukwuemeka,42,MID,Chelsea,412,419,180,0.81,0.29,0.0,a,351,0,570173,52.0,0,50.0,0.0,3,167,,519,0.05,0.0,345,2,0,187,0,370,0.0,0.17,675,2.03,0.12,Chukwuemeka,2024-04-26T15:00:09.646668Z,194,1.0,1,0.12,4.60,0,-3,0,100.0,0,222,2,182,,0.0,False,57,0.41,0,78.4,1.8,0.0,68.6,347,0,19.9,387299,1.86,3.8,186,16,1,53,5,,149,
197,Levi Colwill,46,DEF,Chelsea,242,193,69,1.0,0.53,0.0,a,207,5,1316101,163.0,1,100.0,0.0,-1,260,,738,0.06,0.25,178,20,0,73,0,44,0.0,0.09,342,1.3,0.03,Colwill,2024-03-07T13:30:07.678989Z,129,2.1,1,1.29,28.43,4,1,0,100.0,0,1794,2,50,,0.0,False,52,1.82,0,394.6,2.8,0.0,113.2,287,0,67.2,1202528,1.43,14.1,89,65,1,355,26,,49,
198,Marc Cucurella Saseta,49,DEF,Chelsea,211,197,73,1.01,1.01,2.3,a,252,4,138596,122.0,0,100.0,2.3,1,37,,124,0.06,0.2,296,20,1,57,0,28,0.5,0.11,232,1.67,0.05,Cucurella,2023-12-10T23:00:09.879958Z,96,3.7,3,1.16,31.18,3,-1,0,100.0,1,1783,10,70,,2.8,False,36,2.17,0,384.4,2.1,0.0,283.9,146,0,79.3,463038,1.57,9.0,29,44,0,318,33,,98,
199,Enzo Fernández,48,MID,Chelsea,85,124,51,1.06,3.78,0.0,i,106,5,622245,369.0,1,0.0,0.0,2,311,5.0,763,0.23,0.2,181,26,0,56,1,193,0.0,0.38,294,1.92,0.15,Enzo,2024-04-26T12:00:10.060284Z,143,1.9,3,5.72,40.13,4,-2,0,0.0,0,2208,7,67,,0.0,False,41,9.50,0,527.2,2.8,0.0,567.7,61,0,146.3,382292,1.64,16.0,50,77,3,369,47,Groin Injury - Expected back 01 Jun,78,2.0
201,Wesley Fofana,44,DEF,Chelsea,716,713,273,0.0,0.00,0.0,i,680,0,3590,0.0,0,0.0,0.0,1,244,,585,0.0,0.0,727,0,0,273,0,111,0.0,0.0,574,0.0,0.0,W.Fofana,2023-07-18T23:30:03.865981Z,616,0.0,0,0.00,0.00,0,-1,0,0.0,0,0,0,272,,0.0,False,230,0.00,0,0.0,0.0,0.0,0.0,708,0,0.0,1135,0.0,0.0,273,0,0,0,0,Knee injury - Expected back 01 Jun,272,
202,Conor Gallagher,54,MID,Chelsea,40,49,17,1.06,3.53,1.7,a,93,8,177676,401.0,2,100.0,1.7,1,84,,167,0.12,0.23,85,37,0,29,0,70,0.3,0.22,118,1.61,0.1,Gallagher,2024-03-07T13:30:07.691881Z,157,1.7,8,4.01,52.43,10,-1,0,100.0,2,3129,7,60,1.0,4.7,False,47,7.54,0,754.8,3.5,0.0,821.5,30,1,197.4,298550,1.51,23.9,24,129,5,618,56,,44,
203,Malo Gusto,43,DEF,Chelsea,133,170,61,0.98,3.39,4.3,a,197,5,2545651,174.0,3,100.0,4.3,-3,18,,59,0.05,0.26,191,19,0,27,0,146,1.0,0.22,654,1.44,0.17,Gusto,2024-04-24T07:00:09.485909Z,51,8.2,6,1.01,26.12,10,3,0,100.0,0,1746,7,42,,2.3,False,16,4.40,0,434.8,2.7,0.0,494.8,71,1,110.4,3210369,1.35,17.2,12,74,0,409,28,,53,
206,Reece James,53,DEF,Chelsea,344,371,142,1.08,1.36,0.0,s,333,0,1781998,61.0,0,0.0,0.7,2,78,2.0,264,0.06,0.0,453,5,0,124,0,15,0.1,0.35,141,2.81,0.29,James,2024-05-15T21:30:06.921649Z,115,2.7,2,0.30,11.31,0,-2,0,0.0,0,416,0,108,4.0,0.0,False,44,1.66,0,137.4,1.1,0.0,172.1,229,2,37.1,521564,2.45,2.1,60,11,0,106,13,Suspended until 07 Sep,155,
207,Romelu Lukaku Bolingoli,68,FWD,Chelsea,863,863,112,0.0,0.00,0.0,u,863,0,62233,0.0,0,0.0,0.0,2,111,,853,0.0,0.0,863,0,0,112,0,15,0.0,0.0,33,0.0,0.0,Lukaku,2023-09-01T07:24:35.377267Z,314,0.3,0,0.00,0.00,0,-2,0,0.0,0,0,0,112,,0.0,False,45,0.00,0,0.0,0.0,0.0,0.0,863,0,0.0,9006,0.0,0.0,112,0,0,0,0,Season-long loan to Roma,112,
208,Noni Madueke,53,MID,Chelsea,152,223,92,1.12,2.13,2.0,a,92,4,68116,401.0,2,100.0,2.0,2,74,,153,0.22,0.34,115,13,0,88,0,86,0.4,0.4,142,1.64,0.18,Madueke,2023-12-05T15:00:09.890262Z,179,1.2,3,2.51,18.37,7,-2,0,100.0,2,1044,2,59,,5.7,False,52,4.64,0,341.6,3.3,0.0,287.5,145,0,102.8,186278,1.58,14.3,98,76,5,253,19,,52,
210,Mykhailo Mudryk,63,MID,Chelsea,112,222,91,1.04,3.15,0.0,i,87,7,385752,420.0,1,0.0,2.7,2,50,,113,0.27,0.4,164,18,0,72,0,33,0.4,0.45,57,1.61,0.18,Mudryk,2024-05-15T23:00:07.115939Z,201,0.9,5,4.77,25.05,5,-2,0,0.0,0,1564,5,55,3.0,0.0,False,59,7.92,0,347.2,3.0,0.0,457.5,78,0,122.4,184409,1.44,14.9,60,94,5,291,28,Concussion - Expected back 22 May,74,
211,Nicolas Jackson,70,FWD,Chelsea,20,43,6,1.0,3.00,3.0,a,12,9,3087871,1098.0,3,100.0,3.0,0,18,,107,0.58,0.29,48,31,0,5,0,13,0.4,0.68,31,1.54,0.1,N.Jackson,2023-12-30T22:30:09.623540Z,18,17.9,6,18.14,47.46,12,0,0,100.0,2,2801,10,5,,5.5,False,4,21.14,0,783.8,4.1,0.0,501.7,68,0,237.7,3463938,1.52,20.3,4,142,14,479,48,,9,3.0
212,Christopher Nkunku,72,FWD,Chelsea,323,372,43,0.41,0.37,3.0,a,171,0,585630,222.0,0,100.0,3.0,3,19,,108,0.51,0.0,214,2,0,41,0,10,0.4,0.59,27,2.47,0.08,Nkunku,2024-02-28T00:00:10.007732Z,193,1.0,0,2.47,8.74,4,-3,0,100.0,1,437,0,42,,1.5,False,30,2.84,0,134.6,2.6,0.0,74.5,340,0,42.7,511967,1.8,4.0,43,29,3,96,12,,36,
213,Christian Pulisic,55,MID,Chelsea,854,854,370,0.0,0.00,0.0,u,853,0,412,0.0,0,0.0,0.0,0,358,,833,0.0,0.0,854,0,0,370,0,58,0.0,0.0,100,0.0,0.0,Pulisic,2023-07-14T08:03:53.480692Z,797,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,370,,0.0,False,323,0.00,0,0.0,0.0,0.0,0.0,854,0,0.0,0,0.0,0.0,370,0,0,0,0,Permanent transfer to AC Milan,370,
214,Malang Sarr,43,DEF,Chelsea,690,686,268,0.0,0.00,0.0,a,647,0,11073,0.0,0,,0.0,2,228,,539,0.0,0.0,700,0,0,268,0,133,0.0,0.0,630,0.0,0.0,M.Sarr,,433,0.1,0,0.00,0.00,0,-2,0,,0,0,0,267,,0.0,False,175,0.00,0,0.0,0.0,0.0,0.0,680,0,0.0,5953,0.0,0.0,268,0,0,0,0,,266,
215,Gabriel Słonina,40,GKP,Chelsea,636,630,82,0.0,0.00,0.0,u,580,0,4415,0.0,0,0.0,0.0,0,73,,456,0.0,0.0,644,0,0,82,0,55,0.0,0.0,746,0.0,0.0,Slonina,2023-08-11T10:44:59.272960Z,623,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,53,,0.0,False,80,0.00,0,0.0,0.0,0.0,0.0,619,0,0.0,0,0.0,0.0,69,0,0,0,0,Season long loan to KAS Eupen,82,
216,Raheem Sterling,68,MID,Chelsea,54,141,61,1.0,4.33,5.0,a,35,5,3028605,747.0,2,100.0,5.0,2,25,3.0,46,0.29,0.23,51,22,0,38,0,18,0.7,0.49,34,1.73,0.2,Sterling,2024-04-26T15:00:09.737753Z,76,4.8,8,6.39,32.83,8,-2,0,100.0,9,1972,7,19,,1.2,False,25,10.72,0,502.8,4.0,0.0,473.7,75,0,172.1,3147346,1.5,18.1,57,123,8,323,38,,31,4.0
217,Thiago Emiliano da Silva,50,DEF,Chelsea,132,40,10,1.0,0.58,1.3,a,204,7,582365,165.0,1,100.0,1.3,0,51,,192,0.03,0.25,128,28,0,26,0,21,0.3,0.05,169,1.6,0.02,T.Silva,2024-05-01T17:00:10.503461Z,79,4.5,1,0.73,42.72,12,0,0,100.0,2,2525,4,48,,2.3,False,29,1.31,0,797.0,3.2,0.0,138.7,256,0,110.6,692447,1.52,19.6,76,98,3,604,45,,29,
218,Hakim Ziyech,54,MID,Chelsea,851,851,368,0.0,0.00,0.0,u,849,0,16566,0.0,0,0.0,0.0,1,355,,826,0.0,0.0,851,0,0,368,0,63,0.0,0.0,108,0.0,0.0,Ziyech,2023-08-21T08:29:13.470637Z,471,0.1,0,0.00,0.00,0,-1,0,0.0,0,0,0,368,,0.0,False,153,0.00,0,0.0,0.0,0.0,0.0,851,0,0.0,1010,0.0,0.0,368,0,0,0,0,Season long loan to Galatasaray,368,
362,Cole Palmer,63,MID,Chelsea,5,1,1,1.0,8.17,6.7,a,15,7,2576275,1016.0,10,100.0,6.7,-13,8,1.0,18,0.6,0.24,1,29,0,5,0,32,1.1,0.88,56,1.58,0.28,Palmer,2024-04-24T07:00:09.658687Z,2,51.3,13,17.35,45.48,32,13,0,100.0,6,2617,7,9,2.0,5.0,True,1,25.52,0,1240.2,7.2,0.0,1022.5,13,0,327.8,7940337,1.56,38.7,10,244,22,844,46,,1,1.0
589,Ângelo Gabriel Borges Damaceno,50,MID,Chelsea,847,847,364,0.0,0.00,0.0,u,841,0,1010,0.0,0,0.0,0.0,0,345,,811,0.0,0.0,847,0,0,364,0,131,0.0,0.0,211,0.0,0.0,Ângelo,2023-08-10T13:51:38.491138Z,811,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,363,,0.0,False,334,0.00,0,0.0,0.0,0.0,0.0,844,0,0.0,0,0.0,0.0,364,0,0,0,0,Season long loan to Strasbourg until the end of the season,364,
609,Ian Maatsen,51,MID,Chelsea,460,469,206,0.45,0.20,0.0,u,395,0,11604,29.0,0,0.0,0.0,4,348,,814,0.33,0.0,541,1,0,203,0,101,0.0,0.42,166,2.25,0.09,Maatsen,2024-01-12T16:43:54.859948Z,547,0.0,0,0.74,5.07,0,-4,0,0.0,0,200,1,199,,0.0,False,188,0.94,0,29.4,0.9,0.0,44.8,386,0,10.3,3375,2.28,2.2,196,11,0,24,5,On loan to Borussia Dortmund until the end of the season,252,
611,Axel Disasi,49,DEF,Chelsea,195,99,35,1.01,1.46,0.0,a,198,5,1051237,172.0,1,100.0,0.0,1,268,,779,0.08,0.17,261,29,1,53,0,30,0.0,0.13,243,1.74,0.05,Disasi,2024-05-01T17:00:11.047775Z,101,3.4,0,2.35,43.96,6,-1,0,100.0,0,2579,6,43,,0.3,False,38,3.81,0,573.2,2.3,0.0,105.5,305,0,85.1,1166457,1.53,14.5,96,71,2,468,50,,81,
613,Lesley Ugochukwu,44,MID,Chelsea,457,439,189,0.91,0.14,0.7,a,465,1,49603,4.0,0,100.0,0.7,1,122,,253,0.0,0.3,448,3,0,202,0,347,0.2,0.04,595,1.82,0.04,Ugochukwu,2023-12-05T15:00:11.116513Z,387,0.1,0,0.00,7.59,0,-1,0,100.0,1,296,2,227,,0.2,False,117,0.14,0,60.8,1.1,0.0,44.4,387,0,10.9,44852,2.31,3.0,197,13,0,62,6,,204,
623,Mason Burstow,45,FWD,Chelsea,540,546,67,0.0,0.00,0.0,u,481,0,14473,2.0,0,0.0,0.0,0,76,,701,0.0,0.0,504,0,0,69,0,87,0.0,0.0,481,11.25,0.0,Burstow,2023-09-01T21:50:53.219365Z,497,0.1,0,0.00,0.90,0,0,0,0.0,0,8,0,68,,0.0,False,71,0.00,0,0.4,1.0,0.0,0.6,507,0,0.3,4401,10.12,0.4,64,2,0,6,1,Season-long loan to Sunderland,62,
659,Lucas Bergström,39,GKP,Chelsea,584,578,61,0.0,0.00,0.0,u,523,0,2432,0.0,0,0.0,0.0,1,52,,397,0.0,0.0,593,0,0,61,0,91,0.0,0.0,843,0.0,0.0,Bergström,2024-03-04T08:06:52.593941Z,613,0.0,0,0.00,0.00,0,-1,0,0.0,0,0,0,30,,0.0,False,77,0.00,0,0.0,0.0,0.0,0.0,566,0,0.0,2326,0.0,0.0,47,0,0,0,0,On loan to Brommapojkarna for the rest of the season,61,
667,Roméo Lavia,49,MID,Chelsea,526,520,233,0.0,0.01,0.0,i,829,0,1819,0.0,0,0.0,0.0,1,329,,791,0.0,0.0,524,0,0,237,0,167,0.0,0.03,262,0.0,0.03,Lavia,2023-12-29T16:30:10.231754Z,761,0.0,0,0.00,0.33,0,-1,0,0.0,0,32,0,355,,0.0,False,300,0.01,0,3.6,1.0,0.0,1.9,488,0,0.6,1595,0.93,0.2,235,1,0,2,0,Thigh injury - Expected back 01 Jun,243,
671,Bashir Humphreys,40,DEF,Chelsea,629,623,227,0.0,0.00,0.0,u,572,0,1020,0.0,0,0.0,0.0,0,167,,448,0.0,0.0,638,0,0,228,0,199,0.0,0.0,737,0.0,0.0,Humphreys,2023-09-03T20:06:46.325160Z,725,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,218,,0.0,False,255,0.00,0,0.0,0.0,0.0,0.0,612,0,0.0,629,0.0,0.0,225,0,0,0,0,Season-long loan to Swansea City,225,
677,Deivid Washington de Souza Eugênio,45,FWD,Chelsea,531,819,101,0.0,0.00,0.0,a,468,0,10937,4.0,0,,0.0,0,88,,730,3.85,0.0,511,0,0,66,0,101,0.0,3.85,515,8.18,0.0,Deivid,,463,0.1,0,0.47,1.68,0,0,0,,0,11,0,66,,0.0,False,67,0.47,0,0.0,1.0,0.0,0.1,528,0,0.4,12772,13.75,0.4,69,2,0,5,1,,66,
680,Eddie Beach,40,GKP,Chelsea,638,632,83,0.0,0.00,0.0,u,582,0,1536,0.0,0,0.0,0.0,0,74,,458,0.0,0.0,646,0,0,83,0,56,0.0,0.0,748,0.0,0.0,Beach,2024-01-12T11:04:19.343017Z,683,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,54,,0.0,False,83,0.00,0,0.0,0.0,0.0,0.0,621,0,0.0,1449,0.0,0.0,70,0,0,0,0,On loan to National League side Gateshead until the end of the season,83,
