id,name,now_cost,position,team,ict_index_rank,influence_rank,influence_rank_type,starts_per_90,expected_assists,ep_this,status,threat_rank,clean_sheets,transfers_out,threat,dreamteam_count,chance_of_playing_this_round,form,cost_change_start_fall,form_rank_type,direct_freekicks_order,form_rank,expected_goals_per_90,clean_sheets_per_90,points_per_game_rank,starts,own_goals,ict_index_rank_type,penalties_missed,now_cost_rank_type,value_form,expected_goal_involvements_per_90,now_cost_rank,goals_conceded_per_90,expected_assists_per_90,web_name,news_added,selected_rank,selected_by_percent,assists,expected_goals,expected_goals_conceded,bonus,cost_change_start,saves,chance_of_playing_next_round,event_points,minutes,yellow_cards,threat_rank_type,corners_and_indirect_freekicks_order,ep_next,in_dreamteam,selected_rank_type,expected_goal_involvements,penalties_saved,influence,points_per_game,saves_per_90,creativity,creativity_rank,red_cards,ict_index,transfers_in,expected_goals_conceded_per_90,value_season,creativity_rank_type,total_points,goals_scored,bps,goals_conceded,news,points_per_game_rank_type,penalties_order
322,Luke Freeman,49,MID,Luton,829,828,349,0.0,0.00,0.0,u,818,0,1953,0.0,0,0.0,0.0,1,315,,767,0.0,0.0,829,0,0,349,0,138,0.0,0.0,219,0.0,0.0,Freeman,2023-08-25T08:38:56.197815Z,736,0.0,0,0.00,0.00,0,-1,0,0.0,0,0,0,345,,0.0,False,286,0.00,0,0.0,0.0,0.0,0.0,825,0,0.0,59,0.0,0.0,348,0,0,0,0,Released,349,
323,Matt Macey,40,GKP,Luton,595,589,67,0.0,0.00,0.0,u,537,0,46596,0.0,0,0.0,0.0,0,58,,409,0.0,0.0,604,0,0,67,0,39,0.0,0.0,692,0.0,0.0,Macey,2023-09-03T20:04:04.658822Z,363,0.2,0,0.00,0.00,0,0,0,0.0,0,0,0,37,,0.0,False,54,0.00,0,0.0,0.0,0.0,0.0,577,0,0.0,1324,0.0,0.0,53,0,0,0,0,Released from contract,67,
324,John McAtee,45,FWD,Luton,747,743,81,0.0,0.00,0.0,u,720,0,241789,0.0,0,0.0,0.0,0,62,,633,0.0,0.0,752,0,0,84,0,71,0.0,0.0,402,0.0,0.0,McAtee,2023-08-28T08:17:07.837499Z,276,0.4,0,0.00,0.00,0,0,0,0.0,0,0,0,81,,0.0,False,43,0.00,0,0.0,0.0,0.0,0.0,738,0,0.0,7174,0.0,0.0,81,0,0,0,0,Season-long loan to Barnsley,85,
325,Carlos Mendes Gomes,45,MID,Luton,755,751,293,0.0,0.00,0.0,u,729,0,1502,0.0,0,0.0,0.0,0,227,,644,0.0,0.0,760,0,0,294,0,242,0.0,0.0,415,0.0,0.0,Mendes,2023-07-26T11:29:40.140241Z,751,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,283,,0.0,False,294,0.00,0,0.0,0.0,0.0,0.0,746,0,0.0,0,0.0,0.0,293,0,0,0,0,Permanent transfer to Bolton Wanderers,299,
326,Carlton Morris,47,FWD,Luton,46,86,11,1.01,1.52,2.5,a,19,3,2271609,908.0,2,,3.0,8,15,,102,0.36,0.09,58,32,0,11,0,62,0.6,0.41,310,2.27,0.05,Morris,,83,4.3,6,11.53,67.19,18,-8,0,,5,2859,4,9,,2.5,False,14,13.05,0,620.2,3.8,0.0,305.6,134,0,183.4,2573810,2.12,31.1,19,146,11,451,72,,11,1.0
327,Admiral Muskwe,45,FWD,Luton,734,730,76,0.0,0.00,0.0,u,705,0,19335,0.0,0,0.0,0.0,0,56,,613,0.0,0.0,740,0,0,79,0,65,0.0,0.0,366,0.0,0.0,Muskwe,2023-09-01T14:47:17.297340Z,512,0.1,0,0.00,0.00,0,0,0,0.0,0,0,0,76,,0.0,False,72,0.00,0,0.0,0.0,0.0,0.0,724,0,0.0,1383,0.0,0.0,76,0,0,0,0,Season-long loan to Exeter City,80,
328,Chiedozie Ogbene,48,FWD,Luton,102,181,18,0.91,3.50,4.0,a,70,2,64338,486.0,0,100.0,4.5,2,8,,56,0.2,0.09,179,20,0,21,0,57,0.9,0.36,288,2.13,0.16,Ogbene,2024-03-27T02:00:09.786617Z,375,0.1,4,4.47,46.30,7,-2,0,100.0,8,1987,1,28,,-0.3,False,56,7.97,0,412.6,2.8,0.0,378.3,106,0,127.7,59894,2.1,17.5,12,84,4,387,47,,30,
329,Fred Onyedinma,50,MID,Luton,438,461,202,0.89,0.42,0.5,a,316,0,377,71.0,0,100.0,1.0,0,109,,232,0.03,0.0,419,4,0,196,0,110,0.2,0.12,183,3.13,0.09,Onyedinma,2023-07-31T07:05:08.472622Z,790,0.0,0,0.15,11.15,0,0,0,100.0,0,403,1,160,,1.0,False,317,0.57,0,36.2,1.4,0.0,32.8,405,0,14.1,289,2.49,2.2,199,11,0,19,14,,186,
330,Gabriel Osho,44,DEF,Luton,262,165,56,1.02,0.16,0.0,a,279,2,33789,103.0,0,100.0,0.5,1,94,,288,0.05,0.1,307,21,0,81,0,96,0.1,0.06,543,2.29,0.01,Osho,2024-03-01T16:30:09.608162Z,488,0.1,0,1.09,45.02,1,-1,0,100.0,0,1846,3,84,,0.5,False,191,1.25,0,448.6,2.0,0.0,37.9,398,0,59.0,36536,2.19,9.3,145,41,2,286,47,,103,
331,Aribim Pepple,45,FWD,Luton,769,765,87,0.0,0.00,0.0,u,744,0,18007,0.0,0,0.0,0.0,0,68,,661,0.0,0.0,771,0,0,90,0,79,0.0,0.0,437,0.0,0.0,Pepple,2023-08-21T08:33:51.407917Z,526,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,87,,0.0,False,75,0.00,0,0.0,0.0,0.0,0.0,759,0,0.0,838,0.0,0.0,87,0,0,0,0,Season long loan to Bromley,90,
332,Dion Pereira,44,MID,Luton,712,709,266,0.0,0.00,0.0,u,675,0,18083,0.0,0,0.0,0.0,1,192,,579,0.0,0.0,723,0,0,267,0,329,0.0,0.0,567,0.0,0.0,Pereira,2023-09-01T14:46:43.900668Z,552,0.0,0,0.00,0.00,0,-1,0,0.0,0,0,0,254,,0.0,False,191,0.00,0,0.0,0.0,0.0,0.0,704,0,0.0,1744,0.0,0.0,268,0,0,0,0,Season-long loan to Sutton United,276,
333,Dan Potts,39,DEF,Luton,566,560,194,0.0,0.00,-0.1,d,502,0,16515,0.0,0,25.0,0.0,1,125,,374,0.0,0.0,575,0,0,195,0,253,0.0,0.0,815,0.0,0.0,Potts,2024-03-01T16:30:09.620317Z,466,0.1,0,0.00,0.00,0,-1,0,25.0,0,0,0,183,,-0.1,False,184,0.00,0,0.0,0.0,0.0,0.0,545,0,0.0,13918,0.0,0.0,192,0,0,0,0,Hamstring injury - 25% chance of playing,192,
334,Glen Rea,44,MID,Luton,701,698,261,0.0,0.00,0.0,u,663,0,5499,0.0,0,0.0,0.0,1,187,,564,0.0,0.0,711,0,0,262,0,321,0.0,0.0,534,0.0,0.0,Rea,2023-09-03T20:07:55.555731Z,645,0.0,0,0.00,0.00,0,-1,0,0.0,0,0,0,249,,0.0,False,242,0.00,0,0.0,0.0,0.0,0.0,692,0,0.0,883,0.0,0.0,263,0,0,0,0,Released from contract,271,
335,James Shea,42,GKP,Luton,518,495,39,0.0,0.00,0.0,a,634,0,15201,0.0,0,,0.5,3,24,,279,0.0,0.0,468,0,0,39,0,34,0.1,0.0,660,0.0,0.0,Shea,,403,0.1,0,0.00,0.43,0,-3,2,,1,14,0,68,,-0.5,False,57,0.00,0,11.0,1.0,12.86,0.0,670,0,1.1,4458,2.76,0.2,84,1,0,8,0,,39,
336,Joe Taylor,45,FWD,Luton,742,738,80,0.0,0.00,0.0,u,715,0,26121,0.0,0,0.0,0.0,0,60,,627,0.0,0.0,748,0,0,83,0,69,0.0,0.0,394,0.0,0.0,Taylor,2023-08-11T10:53:00.375635Z,489,0.1,0,0.00,0.00,0,0,0,0.0,0,0,0,80,,0.0,False,69,0.00,0,0.0,0.0,0.0,0.0,733,0,0.0,0,0.0,0.0,80,0,0,0,0,Season long loan to Colchester United,84,
337,Elliot Thorpe,45,MID,Luton,740,736,283,0.0,0.00,0.0,u,713,0,635,0.0,0,0.0,0.0,0,215,,625,0.0,0.0,746,0,0,284,0,230,0.0,0.0,390,0.0,0.0,Thorpe,2023-07-13T12:00:04.224388Z,802,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,273,,0.0,False,327,0.00,0,0.0,0.0,0.0,0.0,731,0,0.0,14,0.0,0.0,283,0,0,0,0,Joined Shrewsbury Town on a season-long loan,290,
338,Jack Walton,40,GKP,Luton,606,600,70,0.0,0.00,0.0,u,548,0,920,0.0,0,0.0,0.0,0,61,,421,0.0,0.0,615,0,0,70,0,42,0.0,0.0,705,0.0,0.0,Walton,2023-07-11T09:00:04.234257Z,745,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,40,,0.0,False,88,0.00,0,0.0,0.0,0.0,0.0,588,0,0.0,0,0.0,0.0,56,0,0,0,0,Joined Dundee United on a season-long loan - Expected back 01 Jul,70,
339,Louie Watson,44,MID,Luton,707,704,262,0.0,0.00,0.0,u,670,0,30264,0.0,0,0.0,0.0,1,188,,574,0.0,0.0,718,0,0,263,0,324,0.0,0.0,557,0.0,0.0,Watson,2023-09-01T21:49:21.681463Z,410,0.1,0,0.00,0.00,0,-1,0,0.0,0,0,0,250,,0.0,False,125,0.00,0,0.0,0.0,0.0,0.0,699,0,0.0,3951,0.0,0.0,264,0,0,0,0,Season-long loan to Charlton,272,
340,Cauley Woodrow,43,FWD,Luton,349,376,44,0.44,0.85,0.5,a,278,0,192763,103.0,0,100.0,1.0,2,30,,206,0.29,0.0,413,2,0,44,0,108,0.2,0.48,612,2.44,0.19,Woodrow,2023-11-10T17:30:09.674003Z,236,0.6,1,1.32,10.92,3,-2,0,100.0,1,406,2,48,,0.3,False,38,2.17,0,127.0,1.4,0.0,127.1,268,0,35.8,171647,2.42,7.7,36,33,1,118,11,,51,3.0
393,Teden Mengi,39,DEF,Luton,221,97,33,1.02,0.56,0.5,a,289,1,275050,95.0,1,100.0,1.0,1,53,,199,0.02,0.04,408,28,0,63,0,259,0.3,0.04,833,2.15,0.02,Mengi,2024-04-12T16:00:09.753000Z,165,1.5,0,0.54,55.92,1,-1,0,100.0,1,2467,3,90,,0.5,False,68,1.10,0,579.6,1.4,0.0,83.0,331,0,76.0,401841,2.04,10.8,110,42,1,345,59,,140,
553,Ryan Giles,42,DEF,Luton,401,412,158,0.9,0.56,0.0,u,372,0,20657,38.0,0,0.0,0.0,3,218,,518,0.02,0.0,469,5,0,141,0,158,0.0,0.12,672,2.53,0.1,Giles,2024-01-31T09:01:37.686625Z,464,0.1,0,0.12,14.04,0,-3,0,0.0,0,498,0,127,,0.0,False,182,0.68,0,83.2,1.0,0.0,108.7,294,0,23.1,9853,2.54,2.6,91,11,0,81,14,Joined Hull City on loan until the end of the season,167,
575,Tom Lockyer,42,DEF,Luton,332,271,103,1.08,0.29,0.0,i,311,0,43156,80.0,0,0.0,0.0,3,214,,514,0.08,0.0,386,14,1,116,0,152,0.0,0.1,665,1.77,0.02,Lockyer,2023-12-28T19:00:10.993513Z,429,0.1,1,0.99,27.64,1,-3,0,0.0,0,1169,4,102,,0.0,False,173,1.28,0,286.2,1.6,0.0,39.2,396,0,40.6,32184,2.13,5.5,143,23,1,162,23,Illness - Unknown return date,133,
582,Pelly Ruddock Mpanzu,46,MID,Luton,376,386,163,0.91,1.41,0.0,a,317,1,8260,70.0,0,100.0,0.5,4,139,,308,0.05,0.08,431,11,0,168,0,215,0.1,0.17,333,2.41,0.12,Mpanzu,2024-03-17T23:00:09.430599Z,590,0.0,0,0.60,29.41,0,-4,0,100.0,1,1085,1,161,,-0.3,False,208,2.01,0,108.8,1.3,0.0,102.3,312,0,28.0,4625,2.44,7.6,173,35,0,107,29,,194,
586,Tahith Chong,44,MID,Luton,203,258,105,0.91,1.33,1.5,a,129,0,72819,310.0,0,100.0,2.0,6,60,,132,0.12,0.0,235,20,0,105,0,323,0.5,0.18,556,2.33,0.06,Chong,2024-03-30T20:00:10.306314Z,353,0.2,2,2.70,47.80,3,-6,0,100.0,2,1972,4,85,,1.3,False,106,4.03,0,303.6,2.4,0.0,206.3,195,0,81.6,76462,2.18,17.7,124,78,4,222,51,,97,
602,Issa Kaboré,40,DEF,Luton,249,241,91,1.09,1.87,0.0,i,329,0,997478,62.0,0,0.0,0.0,0,173,,459,0.01,0.0,410,21,1,78,0,206,0.0,0.11,749,2.03,0.1,Kaboré,2024-04-20T19:30:10.268220Z,149,1.9,3,0.22,38.04,3,0,0,0.0,0,1727,7,107,,0.0,False,62,2.09,0,326.6,1.4,0.0,253.0,169,0,64.0,608114,1.98,8.5,36,34,0,236,39,Ankle injury - Expected back 01 Jun,142,
614,Thomas Kaminski,45,GKP,Luton,130,4,2,1.0,0.04,0.5,a,697,2,147744,0.0,0,,1.0,0,19,,218,0.0,0.05,254,38,0,2,0,16,0.2,0.0,345,2.25,0.0,Kaminski,,219,0.7,0,0.00,79.15,3,0,144,,0,3405,3,81,,1.5,False,31,0.04,0,1116.6,2.3,3.81,10.0,457,0,112.2,195969,2.09,19.1,11,86,0,642,85,,33,
630,Ross Barkley,45,MID,Luton,60,62,24,1.03,2.73,0.0,i,102,2,496031,379.0,1,0.0,0.0,5,210,1.0,607,0.13,0.07,122,30,0,43,0,222,0.0,0.22,352,2.27,0.09,Barkley,2024-05-12T22:00:07.640398Z,202,0.9,5,3.91,60.84,4,-5,0,0.0,0,2616,6,65,3.0,0.0,False,60,6.64,0,687.4,3.2,0.0,622.8,48,0,168.7,562249,2.09,22.4,42,101,5,498,66,Calf injury - Expected back 01 Jun,56,
631,Jacob Brown,49,FWD,Luton,287,352,39,1.07,0.44,0.0,i,148,1,38110,249.0,0,0.0,0.0,1,94,,783,0.25,0.09,297,12,0,39,0,53,0.0,0.29,249,2.31,0.04,Brown,2024-02-21T00:00:09.274177Z,409,0.1,1,2.81,27.75,3,-1,0,0.0,0,1013,4,39,,0.0,False,63,3.25,0,162.6,2.1,0.0,116.4,284,0,52.0,34506,2.47,8.0,37,39,2,115,26,Knee injury - Expected back 01 Jun,42,
648,Aidan Francis-Clarke,40,DEF,Luton,670,665,256,0.0,0.00,0.0,u,617,0,1477,0.0,0,0.0,0.0,0,199,,493,0.0,0.0,678,0,0,256,0,237,0.0,0.0,788,0.0,0.0,Francis-Clarke,2023-09-11T14:13:13.987409Z,664,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,250,,0.0,False,240,0.00,0,0.0,0.0,0.0,0.0,654,0,0.0,713,0.0,0.0,254,0,0,0,0,Season long loan to Dagenham and Redbridge,252,
665,Tim Krul,44,GKP,Luton,695,692,97,0.0,0.00,-0.5,a,656,0,5465,0.0,0,,0.0,1,91,,556,0.0,0.0,705,0,0,97,0,22,0.0,0.0,519,0.0,0.0,Krul,,520,0.1,0,0.00,0.00,0,-1,0,,0,0,0,75,,-0.5,False,71,0.00,0,0.0,0.0,0.0,0.0,686,0,0.0,5592,0.0,0.0,89,0,0,0,0,,97,
682,Joseph Johnson,40,DEF,Luton,544,540,193,0.0,0.00,-1.0,a,625,0,5454,0.0,0,100.0,-0.5,0,274,,861,0.0,0.0,685,0,0,193,0,242,-0.1,0.0,796,6.0,0.0,Johnson,2024-03-01T16:30:10.065266Z,528,0.0,0,0.00,1.82,0,0,0,100.0,-1,75,1,255,,-0.5,False,205,0.00,0,1.0,0.0,0.0,0.9,501,0,0.2,6230,2.18,0.0,186,0,0,5,5,,256,
727,Andros Townsend,50,MID,Luton,245,308,127,1.05,1.80,0.0,a,224,3,48472,148.0,1,,0.5,0,149,2.0,322,0.11,0.23,262,14,0,120,0,103,0.1,0.25,171,2.03,0.14,Townsend,,485,0.1,4,1.48,26.20,3,0,0,,1,1197,1,123,,0.0,False,162,3.28,0,221.4,2.3,0.0,293.6,140,0,65.9,52225,1.97,12.2,93,61,1,208,27,,109,
729,Jayden Luker,45,MID,Luton,822,818,343,0.0,0.00,0.0,u,804,0,738,0.0,0,0.0,0.0,0,288,,729,0.0,0.0,821,0,0,344,0,312,0.0,0.0,514,0.0,0.0,Luker,2024-01-25T09:08:33.131050Z,823,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,338,,0.0,False,343,0.00,0,0.0,0.0,0.0,0.0,816,0,0.0,770,0.0,0.0,343,0,0,0,0,On loan to Woking until the end of the season,344,
734,Zack Nelson,45,MID,Luton,549,537,241,0.0,0.00,-0.5,a,795,0,1396,0.0,0,,0.0,0,281,,719,0.0,0.0,510,0,0,245,0,305,0.0,0.0,504,22.5,0.0,Nelson,,743,0.0,0,0.00,1.00,0,0,0,,0,4,0,331,,-0.5,False,290,0.00,0,2.0,1.0,0.0,0.1,527,0,0.2,1730,22.5,0.4,251,2,0,6,1,,233,
798,Daiki Hashioka,40,DEF,Luton,424,394,152,0.91,0.26,-0.5,a,449,0,1477,8.0,0,,0.0,0,150,,423,0.02,0.0,564,6,2,149,0,178,0.0,0.06,707,3.19,0.04,Hashioka,,667,0.0,0,0.10,12.83,0,0,0,,0,592,0,166,,0.0,False,242,0.36,0,101.4,0.4,0.0,51.9,372,0,16.2,2095,1.95,1.0,131,4,0,72,21,,189,
831,Axel Piesold,45,MID,Luton,804,800,331,0.0,0.00,-0.5,a,783,0,110,0.0,0,,0.0,0,274,,706,0.0,0.0,804,0,0,332,0,297,0.0,0.0,487,0.0,0.0,Piesold,,841,0.0,0,0.00,0.00,0,0,0,,0,0,0,325,,-0.5,False,359,0.00,0,0.0,0.0,0.0,0.0,796,0,0.0,156,0.0,0.0,331,0,0,0,0,,333,
839,Dominic Dos Santos Martins,45,MID,Luton,824,821,345,0.0,0.00,-0.5,a,806,0,147,0.0,0,,0.0,0,290,,732,0.0,0.0,823,0,0,346,0,314,0.0,0.0,517,0.0,0.0,Martins,,838,0.0,0,0.00,0.00,0,0,0,,0,0,0,340,,-0.5,False,356,0.00,0,0.0,0.0,0.0,0.0,818,0,0.0,222,0.0,0.0,345,0,0,0,0,,346,
844,Christian Chigozie,40,DEF,Luton,682,677,265,0.0,0.00,-0.5,a,631,0,218,0.0,0,,0.0,0,209,,506,0.0,0.0,691,0,0,265,0,248,0.0,0.0,802,0.0,0.0,Chigozie,,765,0.0,0,0.00,0.00,0,0,0,,0,0,0,261,,-0.5,False,264,0.00,0,0.0,0.0,0.0,0.0,667,0,0.0,455,0.0,0.0,264,0,0,0,0,,262,
848,Taylan Harris,45,FWD,Luton,807,803,96,0.0,0.00,-0.5,a,787,0,386,0.0,0,,0.0,0,81,,711,0.0,0.0,806,0,0,99,0,93,0.0,0.0,494,0.0,0.0,Harris,,726,0.0,0,0.00,0.00,0,0,0,,0,0,0,98,,-0.5,False,106,0.00,0,0.0,0.0,0.0,0.0,800,0,0.0,1040,0.0,0.0,98,0,0,0,0,,99,
341,Manuel Akanji,50,DEF,Man City,166,119,42,1.0,1.79,5.7,a,235,11,1460553,137.0,1,100.0,4.7,0,14,,48,0.06,0.39,69,28,0,40,0,24,0.9,0.12,195,0.82,0.06,Akanji,2024-04-17T23:30:09.585059Z,62,5.6,0,1.77,25.72,8,0,0,100.0,2,2512,2,63,,6.6,False,21,3.56,0,536.4,3.7,0.0,298.7,136,1,97.4,1474461,0.92,22.4,26,112,2,560,23,,12,
342,Nathan Aké,50,DEF,Man City,186,168,59,1.06,1.14,1.7,a,149,6,1637081,249.0,0,100.0,0.7,0,76,,259,0.11,0.26,94,24,0,50,0,22,0.1,0.16,177,0.88,0.05,Aké,2024-03-31T20:30:08.592225Z,71,5.2,3,2.47,21.14,6,0,0,100.0,1,2039,0,16,,4.0,False,25,3.61,0,447.2,3.4,0.0,197.7,202,0,89.7,1595194,0.93,19.8,47,99,2,483,20,,17,
343,Julián Álvarez,64,FWD,Man City,11,54,8,1.06,6.28,3.0,a,16,12,6527505,992.0,3,,2.0,1,26,2.0,162,0.44,0.41,29,31,0,3,0,18,0.3,0.65,51,0.82,0.21,J.Alvarez,,24,15.4,11,13.07,25.52,17,-1,0,,0,2644,2,7,2.0,4.8,False,6,19.35,0,737.0,4.4,0.0,1005.2,14,0,273.3,7295019,0.87,24.7,1,158,11,662,24,,6,3.0
344,Bernardo Veiga de Carvalho e Silva,62,MID,Man City,25,51,19,1.01,8.05,8.7,a,54,10,1285924,570.0,4,100.0,7.7,3,5,,11,0.12,0.35,36,29,0,18,0,34,1.2,0.4,58,0.91,0.28,Bernardo,2024-02-14T01:30:10.112911Z,112,2.9,9,3.54,26.40,20,-3,0,100.0,10,2576,8,34,4.0,5.8,False,34,11.59,0,747.4,4.3,0.0,959.5,16,0,228.0,1074814,0.92,22.7,12,141,6,604,26,,23,
345,Oscar Bobb,44,MID,Man City,347,391,166,0.61,1.10,1.3,a,269,1,19401,107.0,0,,0.3,1,163,,345,0.46,0.31,285,2,0,157,0,337,0.1,0.8,579,1.53,0.34,Bobb,,498,0.1,2,1.50,2.91,2,-1,0,,0,294,0,143,,1.4,False,167,2.60,0,105.4,2.1,0.0,147.1,248,0,36.0,19966,0.89,6.8,146,30,1,112,5,,119,
346,João Cancelo,58,DEF,Man City,858,858,278,0.0,0.00,0.0,u,858,0,276471,0.0,0,0.0,0.0,2,273,,842,0.0,0.0,858,0,0,278,0,8,0.0,0.0,75,0.0,0.0,Cancelo,2023-09-01T21:47:31.722632Z,196,1.0,0,0.00,0.00,0,-2,0,0.0,0,0,0,278,,0.0,False,81,0.00,0,0.0,0.0,0.0,0.0,858,0,0.0,23685,0.0,0.0,278,0,0,0,0,Season-long loan to Barcelona,278,
347,Scott Carson,38,GKP,Man City,558,552,41,0.0,0.00,1.0,a,489,0,12737,0.0,0,,0.0,2,29,,358,0.0,0.0,567,0,0,41,0,95,0.0,0.0,852,0.0,0.0,Carson,,440,0.1,0,0.00,0.00,0,-2,0,,0,0,0,5,,1.0,False,61,0.00,0,0.0,0.0,0.0,0.0,535,0,0.0,12006,0.0,0.0,22,0,0,0,0,,41,
348,Shea Charles,45,MID,Man City,761,757,297,0.0,0.00,0.0,u,736,0,38,0.0,0,0.0,0.0,0,231,,650,0.0,0.0,763,0,0,298,0,248,0.0,0.0,423,0.0,0.0,Charles,2023-07-11T09:00:10.230763Z,859,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,288,,0.0,False,371,0.00,0,0.0,0.0,0.0,0.0,751,0,0.0,0,0.0,0.0,296,0,0,0,0,Permanent Transfer to Southampton,301,
349,Kevin De Bruyne,106,MID,Man City,45,123,50,1.11,6.90,4.3,a,91,7,4721868,406.0,2,75.0,4.7,-1,28,1.0,50,0.18,0.52,12,15,0,31,0,2,0.4,0.69,4,0.59,0.51,De Bruyne,2024-05-14T22:30:07.796513Z,21,16.6,10,2.40,10.92,11,1,0,100.0,2,1219,2,58,1.0,5.8,False,8,9.30,0,527.6,5.4,0.0,901.1,22,0,183.6,4947862,0.81,9.2,17,98,4,415,8,,9,4.0
350,Rúben Gato Alves Dias,55,DEF,Man City,158,98,34,0.99,1.93,6.3,a,166,9,1028323,225.0,1,100.0,5.3,0,12,,38,0.05,0.32,175,28,1,35,0,11,1.0,0.12,99,0.99,0.07,Rúben,2023-12-28T09:30:09.403983Z,55,7.2,0,1.38,25.12,3,0,0,100.0,2,2557,0,25,,3.8,False,19,3.31,0,578.4,2.9,0.0,208.5,192,0,101.5,926251,0.88,16.0,43,88,0,513,28,,46,
352,Ederson Santana de Moraes,55,GKP,Man City,272,111,16,1.07,0.03,0.0,i,852,11,2319068,0.0,3,0.0,4.3,0,3,,62,0.0,0.36,99,33,0,16,0,2,0.8,0.0,97,0.87,0.0,Ederson M.,2024-05-14T22:30:07.804487Z,30,13.1,0,0.00,27.43,5,0,57,0.0,0,2785,5,99,,0.0,False,5,0.03,0,551.8,3.4,1.84,10.0,460,0,56.0,1874349,0.89,20.4,14,112,0,569,27,Eye Injury - Expected back 01 Jun,17,
353,Phil Foden,85,MID,Man City,3,3,2,1.04,6.95,9.7,a,8,14,4525293,1172.0,6,100.0,8.7,-10,3,,7,0.32,0.44,4,33,0,3,0,7,1.0,0.54,10,0.85,0.22,Foden,2024-04-10T08:00:08.880669Z,4,43.3,8,10.17,28.51,31,10,0,100.0,15,2860,2,4,3.0,7.4,True,3,17.12,0,1154.8,6.6,0.0,1157.8,6,0,348.8,8102135,0.9,27.1,6,230,19,866,27,,3,
354,Jack Grealish,72,MID,Man City,179,297,123,0.9,2.69,1.0,a,132,3,606849,295.0,0,100.0,0.0,3,371,,855,0.2,0.27,228,10,0,91,0,16,0.0,0.44,26,1.17,0.24,Grealish,2024-02-28T00:30:10.549455Z,163,1.5,1,2.17,12.58,6,-3,0,100.0,0,998,6,86,,2.0,False,49,4.86,0,240.4,2.5,0.0,384.1,103,0,91.9,192052,1.13,6.9,76,50,3,199,13,,96,
355,Erling Haaland,143,FWD,Man City,9,6,1,1.02,2.18,6.7,a,1,11,8203456,1581.0,7,100.0,5.7,-3,7,3.0,33,1.04,0.39,2,29,0,1,1,1,0.4,1.12,1,0.88,0.08,Haaland,2024-04-17T23:30:09.602177Z,1,73.6,8,29.57,25.65,29,3,0,100.0,2,2553,1,1,,9.2,True,1,31.75,0,1094.6,7.0,0.0,367.2,112,0,303.3,6890381,0.9,15.2,13,217,27,792,25,,1,1.0
356,Mateo Kovačić,46,MID,Man City,222,282,116,0.94,1.66,3.0,a,245,9,121387,129.0,0,100.0,2.0,4,61,,135,0.07,0.53,311,16,0,113,0,214,0.4,0.17,331,0.82,0.1,Kovačić,2024-02-14T01:30:10.141884Z,283,0.3,0,1.24,13.55,2,-4,0,100.0,1,1539,4,133,,3.2,False,89,2.90,0,265.0,2.0,0.0,365.9,114,0,76.0,45332,0.79,12.8,82,59,1,316,14,,129,
357,Aymeric Laporte,49,DEF,Man City,497,494,178,0.0,0.00,0.0,u,429,0,34720,17.0,0,0.0,0.0,1,266,,773,0.98,0.0,520,0,0,175,0,27,0.0,0.98,228,0.0,0.0,Laporte,2023-08-25T08:36:39.711991Z,418,0.1,0,0.12,0.07,0,-1,0,0.0,0,11,0,159,,0.0,False,169,0.12,0,11.4,1.0,0.0,0.1,531,0,2.9,2340,0.57,0.2,191,1,0,4,0,Transferred to Al Nassr,173,
358,Rico Lewis,42,DEF,Man City,307,359,136,0.9,1.25,1.3,a,261,4,195704,114.0,0,,0.3,3,111,,343,0.07,0.45,119,8,0,106,0,159,0.1,0.21,674,1.01,0.14,R.Lewis,,253,0.4,0,0.63,8.73,2,-3,0,,0,804,1,76,,1.4,False,104,1.88,0,148.0,3.2,0.0,195.9,204,0,45.8,189306,0.98,12.4,49,52,2,215,9,,25,
359,Riyad Mahrez,75,MID,Man City,864,864,374,0.0,0.00,0.0,u,864,0,5686,0.0,0,0.0,0.0,0,372,,857,0.0,0.0,864,0,0,374,0,14,0.0,0.0,22,0.0,0.0,Mahrez,2023-07-31T07:05:47.120993Z,563,0.0,0,0.00,0.00,0,0,0,0.0,0,0,0,374,,0.0,False,198,0.00,0,0.0,0.0,0.0,0.0,864,0,0.0,0,0.0,0.0,374,0,0,0,0,Permanent transfer to Al-Ahli,374,
361,Stefan Ortega Moreno,36,GKP,Man City,419,344,31,0.71,0.00,2.3,a,486,1,317496,0.0,0,,1.3,4,18,,186,0.0,0.14,229,5,0,31,0,99,0.4,0.0,864,1.0,0.0,Ortega Moreno,,123,2.3,0,0.00,7.17,2,-4,20,,2,632,0,2,,1.6,False,18,0.00,0,171.2,2.4,2.85,0.0,533,0,17.3,471046,1.02,6.1,20,22,0,114,7,,29,
